created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Dec 11 22:12:46 +0000 2023;1734335442483593689;"Gerakan Hamas dalam pernyataan persnya:  🔻 "Kami mengutuk keras pemerintahan Presiden AS Joe Biden karena menggagalkan rancangan resolusi di Dewan Keamanan PBB, yang menuntut penghentian segera agresi terhadap Gaza." https://t.co/yILI9NgyJq";0;1;0;0;in;1634147148081270784;1734335442483593689;GazaMedianet7;https://twitter.com/GazaMedianet7/status/1734335442483593689
Mon Dec 11 22:12:45 +0000 2023;1734335439367287169;"@peaceprojeck @AINULYAKIN63709 @bntrlagi @Greschinov Isriwil punya idf trus Palestina apa harus ikut idf juga atau diganti idp ,konyol kau ,jelas karena tidak adanya militer untuk pertahanan harus ada donk yang  mempertahankan negara, kamu tau fatah aja yg dominan kejalur politik perdamaian skrang bersatu dgn hamas";0;0;0;0;in;1509112410229346308;1734300378278305936;rauf_widi;https://twitter.com/rauf_widi/status/1734335439367287169
Mon Dec 11 22:12:43 +0000 2023;1734335428159828329;"@dorra_nawal @amnesty Ask hamas.";0;0;0;0;in;1439896948207767554;1734144267176542510;AgirreManex;https://twitter.com/AgirreManex/status/1734335428159828329
Mon Dec 11 22:11:59 +0000 2023;1734335244776722484;"Ringkasan jalannya perang di Gaza 10-11 Desember 2023:  1. Masuknya Israel ke Gaza melalui tiga arah: di utara lewat Jabaliya, lalu lewat Shija'iyah dan Khan Younis. Ketiga batalion Hamas di sana berhasil menahan masuknya Israel sejak dimulainya perang babak kedua dan Israel…";0;0;0;0;in;1339895843042705408;1734335244776722484;Lembayungsyahdu;https://twitter.com/Lembayungsyahdu/status/1734335244776722484
Mon Dec 11 22:11:42 +0000 2023;1734335174979244215;"Jinajis sirahell klaim nemu roket-roket Hamas. Pengamat segera melihat kejanggalan. Roket-roket Hamas sebesar itu, minimal dibawa oleh 8 orang. Tapi oleh jinajis sirahell bisa dibawa 2 atau 3 orang. Sirahellnya yang kuat2 atau roketnya yang KW ?";0;0;0;0;in;249568344;1734335174979244215;LiliNurAulia;https://twitter.com/LiliNurAulia/status/1734335174979244215
Mon Dec 11 22:09:31 +0000 2023;1734334622438142397;"@LenaArkad Hamas";0;0;0;0;in;1505880248373633025;1734296995290853776;GaggenauA;https://twitter.com/GaggenauA/status/1734334622438142397
Mon Dec 11 22:09:23 +0000 2023;1734334589169229911;"@UNRWA Hamas.";0;0;0;1;in;1569355644;1734240038165090770;dean2065;https://twitter.com/dean2065/status/1734334589169229911
Mon Dec 11 22:08:11 +0000 2023;1734334289192308826;"@PrepperCanadian @Shadows653 HAMAS.";0;0;0;0;in;1557955983741054977;1734325667989164242;jimmylives306;https://twitter.com/jimmylives306/status/1734334289192308826
Mon Dec 11 22:07:40 +0000 2023;1734334157894070352;"@FelixKimLZ @abdulah_Alzaben @YosephHaddad This fake. Ini bukan hamas";0;0;0;0;in;1535454880130666497;1734288952033444247;DellaMaryana24;https://twitter.com/DellaMaryana24/status/1734334157894070352
Mon Dec 11 22:07:38 +0000 2023;1734334151250116995;"Sacudiga wuu dilaya hadi hamas ee tagan saudia wa yaab";0;0;0;0;in;3018711775;1734334151250116995;Qaalid_mohamed_;https://twitter.com/Qaalid_mohamed_/status/1734334151250116995
Mon Dec 11 22:07:24 +0000 2023;1734334092425195872;"Hari ini, diperingati sebagai lahirnya Hamas pada 1987, dan video ini diterbitkan untuk merayakannya.   Hamas, lahir karena keberingasan Israel dan memang jadi "senjata" terkuat rakyat Palestina untuk melawan kezaliman.  #Hamas #AlQassam #Palestine #FreePalestine https://t.co/NWjVqdKorV";0;0;0;0;in;1517329311044280320;1734334092425195872;nnny94;https://twitter.com/nnny94/status/1734334092425195872
Mon Dec 11 22:04:23 +0000 2023;1734333331612004744;""Memperingati hari lahirnya Hamas, kami kabarkan pada orang-orang Yahudi, bahwa perayaan kami ialah dengan meledakkan tank-tank mereka"   Allahuakbar! . #FreePalestine https://t.co/38BnkZQg3J";0;0;0;0;in;1114303057;1734333331612004744;dwilibra_02;https://twitter.com/dwilibra_02/status/1734333331612004744
Mon Dec 11 22:03:58 +0000 2023;1734333227081564229;"@SoftWarNews Gua dukung Hizbullah buat menghancurkan israhell, hamas trs hajar pasukan pampers jangan kasih ampun, yaman blokir kapal israhell, pasukan julid serang mental dan tetep boikot israhell akan hancur";0;0;0;0;in;1064718350868074496;1733970572483441017;YSakhrul;https://twitter.com/YSakhrul/status/1734333227081564229
Mon Dec 11 22:03:40 +0000 2023;1734333150208172203;"@AzzatAlsaalem Hamas/ISIS";0;0;0;0;in;1588475381354561536;1734163721750970644;ETIGU312;https://twitter.com/ETIGU312/status/1734333150208172203
Mon Dec 11 22:03:38 +0000 2023;1734333143212052705;"@ricardope @vansscampos1 OMS= HAMAS.";0;0;0;0;in;1711881874941833217;1734067651435974929;hidjs8363;https://twitter.com/hidjs8363/status/1734333143212052705
Mon Dec 11 22:03:28 +0000 2023;1734333101575377215;"Masjid di Jabaliya Palestina , yang digunakan sebagai markas Hamas";0;0;0;0;in;1054263794;1734333101575377215;Hadimiter;https://twitter.com/Hadimiter/status/1734333101575377215
Mon Dec 11 22:03:19 +0000 2023;1734333063524425788;"@ricardope @Richardfleups OMS = HAMAS.";0;0;0;0;in;1711881874941833217;1734067651435974929;hidjs8363;https://twitter.com/hidjs8363/status/1734333063524425788
Mon Dec 11 22:02:54 +0000 2023;1734332960172921040;"Sa ae lu @netanyahu. Mosok pasukan elit udah aki² begitu?  Pakar Israel Ledek Militer Zionis, Sebut Gambar Menyerahnya Pasukan Elite Hamas Palsu https://t.co/LaRf56z60G";0;1;0;0;in;49413313;1734332960172921040;anomtea;https://twitter.com/anomtea/status/1734332960172921040
Mon Dec 11 22:00:10 +0000 2023;1734332271379775660;"@khuramabbasi987 @ShaykhSulaiman Hamas";0;0;0;0;in;166448166;1734190456475717840;luisofmex;https://twitter.com/luisofmex/status/1734332271379775660
Mon Dec 11 22:00:07 +0000 2023;1734332258092306819;"@JoopSoesan @angelique2311 Hamas &amp  Jerry..";0;0;0;0;in;1413070630669492227;1732738228606702049;edgarthefinch;https://twitter.com/edgarthefinch/status/1734332258092306819
Mon Dec 11 21:59:29 +0000 2023;1734332101477179546;"Waduhhh tank nya disikat miring sm hamas,masuki.apa ga thremor ituu idf sm mamarika nontonnya🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🔻🇵🇸🔻🔻🔻🔻🔻";0;0;0;0;in;207309578;1734332101477179546;teguhdiono;https://twitter.com/teguhdiono/status/1734332101477179546
Mon Dec 11 21:59:14 +0000 2023;1734332034817085704;"ini mah double kill, triple kill, ampe monster kill gasih 😔  #Hamas #AlQassam #FreePalestine https://t.co/9WsrAGTQgW";0;0;0;0;in;1517329311044280320;1734332034817085704;nnny94;https://twitter.com/nnny94/status/1734332034817085704
Mon Dec 11 21:58:39 +0000 2023;1734331889995981158;"@mtracey Hamas is Russia.";0;0;0;0;in;37253998;1734208283668279395;meunbothered;https://twitter.com/meunbothered/status/1734331889995981158
Mon Dec 11 21:58:29 +0000 2023;1734331846438384094;"🛒 https://t.co/2zU8WCCtYb  Raffi ahmad hybe blackpink in your area junkook bangtan hamas home alone muhammad jungkook bem ugm hate you kebangun npwp ibu atikoh baekhyun pak sugeng we are one scbd namjoon adiba zara bem ugm ot7 see you in 2025 https://t.co/HE89rkfwa7";0;0;0;0;in;1694114440365658112;1734331846438384094;ppf1701;https://twitter.com/ppf1701/status/1734331846438384094
Mon Dec 11 21:56:57 +0000 2023;1734331461166060029;"@ShaykhSulaiman By hamas";0;0;0;0;in;1532984928769560576;1734120841204613165;LeeMore50043993;https://twitter.com/LeeMore50043993/status/1734331461166060029
Mon Dec 11 21:55:11 +0000 2023;1734331016381350204;"@jacksonhinklle Hehehehehe ! 'UCKING HAMAS F@GG○T. https://t.co/lRGJuwBmez";0;0;0;0;in;830165688;1734265813442482523;huntleynorman;https://twitter.com/huntleynorman/status/1734331016381350204
Mon Dec 11 21:55:07 +0000 2023;1734331002624024771;"@JudahLion88 Biasa kelakuan BANI HAMAS Al-Indonesie 🇮🇩 +62 dan Bani NKRI Price Die yg selalu merusak nama bangsa dan negara.";0;0;0;1;in;26279886;1734309089495421087;d3vilicious;https://twitter.com/d3vilicious/status/1734331002624024771
Mon Dec 11 21:54:24 +0000 2023;1734330818296983891;"@Greschinov kayanya hamas ga gendut gitu deh badannya, fix banget israel itu mah. maaf bgt body shaming 😭";0;0;0;0;in;84375106;1734142812181192797;rherenuris;https://twitter.com/rherenuris/status/1734330818296983891
Mon Dec 11 21:54:02 +0000 2023;1734330729264447790;"@darth_pocong @Tita83079013 @JT_7667 Begini dong klu perang...gentlemen. Tentara kok lawan nya gedung,anak2 Dan wanita...mmmm Bisa nya ngebom doang tp ga tepat sasaran...hahah.lawan hamas dong...Masa sipil mulu yg kena...🤣🤣🤣🤣 https://t.co/1sHpz5h3rA";0;0;0;0;in;1678069938702143488;1733859364057104731;YamZonnes1805;https://twitter.com/YamZonnes1805/status/1734330729264447790
Mon Dec 11 21:53:27 +0000 2023;1734330580530282724;"@DrLoupis HAMAS.";0;0;0;0;in;1433962884199960579;1733261888962666801;IRawihte;https://twitter.com/IRawihte/status/1734330580530282724
Mon Dec 11 21:52:43 +0000 2023;1734330398342349269;"Hamas 😎😎😎";0;0;0;0;in;1136162498;1734330398342349269;idarina_69;https://twitter.com/idarina_69/status/1734330398342349269
Mon Dec 11 21:52:42 +0000 2023;1734330390792589529;"@ShaykhSulaiman HAMAS 😢 https://t.co/HHag1i7cqc";0;0;0;0;in;1712218310631358464;1734287885778493601;noaheretz;https://twitter.com/noaheretz/status/1734330390792589529
Mon Dec 11 21:52:33 +0000 2023;1734330356034072809;"@2023_orwell @JoopSoesan Dat lijkt me Hamas-propaganda.";0;0;0;0;in;1295007436420644864;1734122760530452946;uit_dam;https://twitter.com/uit_dam/status/1734330356034072809
Mon Dec 11 21:52:03 +0000 2023;1734330227046937056;"@Tita83079013 Ini mah hoaks, cuma drama doank Hamas gak mungkin cuma di tangkap kalo ketemu juga pasti di berondong sama peluru tentara zionist laknatullah, sama aja kayak propaganda film "rambo" Seakan2 Amerika menang padahal sebenernya nangis2 sisa tentara Amerika ketika pulang kampung";0;0;0;1;in;1028395848;1734073191923085321;helmi_fazli;https://twitter.com/helmi_fazli/status/1734330227046937056
Mon Dec 11 21:50:09 +0000 2023;1734329751530303853;"MasyaAllah... Hamas yang masih kecil tapi nyalinya luar biasa besarnya!   Doa umat Islam menyertaimu, ananda!  Bisa jadi masa mu nanti adalah menjadi tentaranya Imam Mahdi!";0;0;0;0;in;816537287311773696;1734329751530303853;melinda71717;https://twitter.com/melinda71717/status/1734329751530303853
Mon Dec 11 21:50:04 +0000 2023;1734329731145957511;"Gw kl hbs subuhan liat akun bang amj apalagi yg tank nya disikat miring sm babang hamas,langsung thremor nontonnya🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🔻🔻🔻🔻❤️❤️";0;0;0;0;in;207309578;1734329731145957511;teguhdiono;https://twitter.com/teguhdiono/status/1734329731145957511
Mon Dec 11 21:49:05 +0000 2023;1734329484076351987;"Perdana Menteri Israel Benjamin Netanyahu meminta para pejuang Hamas untuk segera menyerah. Pemimpin Zionis itu meyakini pertempuran di Jalur Gaza sud... https://t.co/racEIfWssE";0;0;0;0;in;46693036;1734329484076351987;inilahdotcom;https://twitter.com/inilahdotcom/status/1734329484076351987
Mon Dec 11 21:48:47 +0000 2023;1734329406728937668;"@RFI_Ha Allah ubangiji yaqara tarwatsa wadannan sojojin na yahudu da nasara Allah ubangiji yabawa hamas damar karar dasu baki dayansu ameen ya Rabbi 🙏";0;0;0;0;in;1484575685691809799;1734301323716354252;EsmailAugie;https://twitter.com/EsmailAugie/status/1734329406728937668
Mon Dec 11 21:48:17 +0000 2023;1734329279129763963;"@IngrameThomas @HumzaYousaf Hamas";0;0;0;0;in;1503075998560133123;1734231285722136901;Harkyj1944;https://twitter.com/Harkyj1944/status/1734329279129763963
Mon Dec 11 21:48:03 +0000 2023;1734329221931991252;"@s_afreen7 Bahana Hamas nisana 👇.  Hijde ise kehte https://t.co/nBns5EmkCu";0;0;0;0;in;1636463963742281759;1734143677654876257;ahmad57919;https://twitter.com/ahmad57919/status/1734329221931991252
Mon Dec 11 21:47:23 +0000 2023;1734329052704489891;"@McFaul Hamas ???";0;0;0;0;in;1588862271010344960;1734302357134115135;BrianMc96304759;https://twitter.com/BrianMc96304759/status/1734329052704489891
Mon Dec 11 21:47:08 +0000 2023;1734328993065967784;"@YosephHaddad Itulah perbedaannya. HAMAS tdk peduli dgn warga sipil baik anak2, perempuan &amp  kaum lansia, mrk hanya menghendaki anggotanya mrk saja yg diselamatkan.";0;0;0;0;in;1302717909714653184;1734173056128463166;wintampoli;https://twitter.com/wintampoli/status/1734328993065967784
Mon Dec 11 21:45:05 +0000 2023;1734328475224519106;"kalau putri mu di perkosa oleh kelompok HAMAS selama berbulan bulan SUDAH BISA DIPASTIKAN ANAKMU ITU HAMIL....JANGAN TERLALU BANYAK PROPAGANDA...";0;0;0;0;in;1452399886649806853;1734328475224519106;rifaibhantian;https://twitter.com/rifaibhantian/status/1734328475224519106
Mon Dec 11 21:44:27 +0000 2023;1734328318025945531;"@REVMAXXING Hamas";0;0;0;0;in;1687205872739532801;1734168353214771226;HurwitzGor63577;https://twitter.com/HurwitzGor63577/status/1734328318025945531
Mon Dec 11 21:43:23 +0000 2023;1734328049100112000;"@RochmadDjunaedi Mana para pembela Hamas, pembela orng2 yang udah jelas2 baik ke Yahudi tapi jadiin darah warga palestina sbg 'tumbal' demi atensi dunia, deket sm Syi'ah yg caci maki ummahaatul mu'minin dan para sahabat, dan rajin cela Saudi yg jd 'pelayan 2 kota suci'";0;0;0;0;in;1493156872178012163;1733982095826116843;Damep19;https://twitter.com/Damep19/status/1734328049100112000
Mon Dec 11 21:42:32 +0000 2023;1734327834175250716;"@hasanthehun Hamas piker";0;0;0;0;in;1639404281529786370;1734294773287264361;katabasis45;https://twitter.com/katabasis45/status/1734327834175250716
Mon Dec 11 21:41:01 +0000 2023;1734327452577767623;"@MustafaBarghou1 Ask Hamas";0;0;0;1;in;1085075283315552256;1733975465109418409;AaronCa53048115;https://twitter.com/AaronCa53048115/status/1734327452577767623
Mon Dec 11 21:40:47 +0000 2023;1734327394847039706;"@muhammadshehad2 Mr Hamas is sad buhuu 🥲";0;0;0;0;in;1105896309427453952;1734193491276624014;Kanitz18;https://twitter.com/Kanitz18/status/1734327394847039706
Mon Dec 11 21:39:02 +0000 2023;1734326953660846527;"Hamas Islamic terrorist sopporters propaganda.";0;0;0;0;in;1507251559050137635;1734326953660846527;DanJgaard;https://twitter.com/DanJgaard/status/1734326953660846527
Mon Dec 11 21:38:32 +0000 2023;1734326827043180903;"@madina_990 @Bernadotte22 Stop Hamas !!!!";0;0;0;0;in;1674810647534501889;1734308043922268580;Zoywoom;https://twitter.com/Zoywoom/status/1734326827043180903
Mon Dec 11 21:37:42 +0000 2023;1734326617160225055;"@bbcswahili Alhamdulillah that's Great news, Allah awape nguvu zaidi Hamas,  Amiin🙏👏";0;0;0;0;in;1202605657582686210;1734143519562846479;Hissa83gmailco1;https://twitter.com/Hissa83gmailco1/status/1734326617160225055
Mon Dec 11 21:36:48 +0000 2023;1734326392173502510;"@iamjourjean Sooo..f*ck hamas?";0;0;0;0;in;86169962;1734173585307017580;okimheresowhat;https://twitter.com/okimheresowhat/status/1734326392173502510
Mon Dec 11 21:35:16 +0000 2023;1734326004141707613;"@ShaykhSulaiman by hamas";0;0;0;0;in;1125273342242693121;1734202182675714114;Trollsdenier;https://twitter.com/Trollsdenier/status/1734326004141707613
Mon Dec 11 21:35:01 +0000 2023;1734325942447644754;"@POTUSZuckerberg @ryangrim Ryan is pro Hamas.";0;0;0;0;in;1506692544821960713;1733886116854391178;runnfunngunn;https://twitter.com/runnfunngunn/status/1734325942447644754
Mon Dec 11 21:31:55 +0000 2023;1734325160096698480;"@khuramabbasi987 @ShaykhSulaiman Hamas";0;0;0;0;in;1714049040906588160;1734190456475717840;kidinthetree;https://twitter.com/kidinthetree/status/1734325160096698480
Mon Dec 11 21:29:48 +0000 2023;1734324627596296289;"@khuramabbasi987 @ShaykhSulaiman Hamas.";0;0;0;0;in;3239052767;1734190456475717840;DutchHumanist;https://twitter.com/DutchHumanist/status/1734324627596296289
Mon Dec 11 21:28:40 +0000 2023;1734324346083066142;"@YosephHaddad F*ck hamas!!!!";0;0;0;0;in;1726694708557021185;1734315614502609405;EliaR220769;https://twitter.com/EliaR220769/status/1734324346083066142
Mon Dec 11 21:27:56 +0000 2023;1734324158584991956;"@Gimmi52296693 Maledici Hamas";0;0;0;0;in;1519569437048848384;1734291581681684585;stefanomaronei1;https://twitter.com/stefanomaronei1/status/1734324158584991956
Mon Dec 11 21:22:36 +0000 2023;1734322817783472392;"@TrueJMitchell Hamas";0;0;0;0;in;1591647389932261377;1734286446385864868;JacobStar30;https://twitter.com/JacobStar30/status/1734322817783472392
Mon Dec 11 21:21:18 +0000 2023;1734322488581255399;"@REVMAXXING Hamas";0;0;0;0;in;1651917577038462976;1734168353214771226;Craig9312835371;https://twitter.com/Craig9312835371/status/1734322488581255399
Mon Dec 11 21:20:37 +0000 2023;1734322319383035999;"Hamas meminta rakyat sipil Israel untuk mengungsi dan memberi waktu 7 hari,agar tidak ada korban rakyat sipil,tapi Tentara Israel justru menahan 142 orang rakyat Palestina dan di jadikan tawanan.Luar biasa Israel Pampers,Luar biasa licik nya kalian👊😡 https://t.co/ESTViHCVsp";0;1;1;1;in;1588842390324137984;1734196299539620128;nenglaela93;https://twitter.com/nenglaela93/status/1734322319383035999
Mon Dec 11 21:19:47 +0000 2023;1734322107054448998;"@xwitter15630 @Greschinov Salah, Hamas tidak terafiliasi dg isrewel.";0;0;0;0;in;1636624576804429825;1734300378278305936;asken_kane;https://twitter.com/asken_kane/status/1734322107054448998
Mon Dec 11 21:19:42 +0000 2023;1734322089123848459;"@earthygirl011 Hamas";0;0;0;0;in;2407022601;1734142289927114760;Non_Chicken;https://twitter.com/Non_Chicken/status/1734322089123848459
Mon Dec 11 21:19:31 +0000 2023;1734322040424034424;"Ekspos  Civil  Di paksa menjadi  HAMAS.....";0;0;0;0;in;1098246609316376576;1734322040424034424;AnneRossa2;https://twitter.com/AnneRossa2/status/1734322040424034424
Mon Dec 11 21:19:16 +0000 2023;1734321978675511319;"@MOSSADil status : lubang hamas https://t.co/v5KyVvZTje";0;0;0;0;in;1127239691596550144;1734282160763265161;02Trus;https://twitter.com/02Trus/status/1734321978675511319
Mon Dec 11 21:18:23 +0000 2023;1734321757421732297;"🛒 https://t.co/iXsTyEVT37  Raffi ahmad hybe blackpink in your area junkook bangtan hamas home alone muhammad jungkook bem ugm hate you kebangun npwp ibu atikoh baekhyun pak sugeng we are one scbd namjoon adiba zara bem ugm ot7 see you in 2025 https://t.co/1I57W6T8Ms";0;0;0;0;in;1694114440365658112;1734321757421732297;ppf1701;https://twitter.com/ppf1701/status/1734321757421732297
Mon Dec 11 21:18:20 +0000 2023;1734321742116466911;"@BuckleyHajar @NourNaim88 Hamas…?";0;0;0;0;in;2174712421;1734130001715384708;jolefson50;https://twitter.com/jolefson50/status/1734321742116466911
Mon Dec 11 21:17:49 +0000 2023;1734321612747382803;"@ZulqurnainJaved @OliLondonTV Hamas, remember Hamas";0;0;0;0;in;1518193913311510529;1734036841110585545;emma_smi3;https://twitter.com/emma_smi3/status/1734321612747382803
Mon Dec 11 21:16:40 +0000 2023;1734321324904861983;"@JonnyFX1 Palestinian civilians and Hamas man...";0;0;0;0;in;1700117759374295040;1733956002947457451;BorisShamu47884;https://twitter.com/BorisShamu47884/status/1734321324904861983
Mon Dec 11 21:14:05 +0000 2023;1734320676016717829;"HAMAS MALING BANTUAN KE GAZA 🤮🤮🤮🤮";0;0;0;0;in;394675941;1734320676016717829;BattoAjax;https://twitter.com/BattoAjax/status/1734320676016717829
Mon Dec 11 21:10:49 +0000 2023;1734319850955137148;"@NonKaz6 L Hamas lil bro";0;0;0;1;in;1462456266589016065;1733993994038731100;CFC_Dacroissant;https://twitter.com/CFC_Dacroissant/status/1734319850955137148
Mon Dec 11 21:10:25 +0000 2023;1734319750954827924;"@asken_kane @Greschinov Heleh, hamas itu boneka nya israel. Menyerang ya karena ada komando dari atasan mereka yaitu israel sendiri. Nah yg jd korbannya siapa? Ya jelas warga palestina";0;1;0;0;in;1683455300807049218;1734300378278305936;xwitter15630;https://twitter.com/xwitter15630/status/1734319750954827924
Mon Dec 11 21:10:19 +0000 2023;1734319725713535358;"mereka ga bener bener bisa nargetin hamas soalnya";0;0;0;0;in;1575769060469768192;1734319722840342748;nanyaongi;https://twitter.com/nanyaongi/status/1734319725713535358
Mon Dec 11 21:07:59 +0000 2023;1734319140939104706;"@pionesistofan @JohnFetterman Hamas";0;0;0;0;in;1513161927014367243;1734249327713808630;CentralPADems;https://twitter.com/CentralPADems/status/1734319140939104706
Mon Dec 11 21:07:18 +0000 2023;1734318968863605216;"@swilkinsonbc @OnlinePalEng Hamas Pu**y!";0;0;0;0;in;1656228213343805440;1734260791333785663;JanMEngstr72770;https://twitter.com/JanMEngstr72770/status/1734318968863605216
Mon Dec 11 21:05:23 +0000 2023;1734318482869649861;"Kristian 🤝 Hamas";0;0;0;0;in;1383426641481723908;1734318482869649861;SpilSheik;https://twitter.com/SpilSheik/status/1734318482869649861
Mon Dec 11 21:05:21 +0000 2023;1734318476422955465;"@canarymission @TheNewSchool Team Hamas member";0;0;0;1;in;1025043262057472002;1734030243546214424;DanielM86324443;https://twitter.com/DanielM86324443/status/1734318476422955465
Mon Dec 11 21:04:53 +0000 2023;1734318360282755386;"@peterdaou Ask Hamas";0;0;0;0;in;528487247;1734000655004520693;PhilipStockley1;https://twitter.com/PhilipStockley1/status/1734318360282755386
Mon Dec 11 21:01:57 +0000 2023;1734317620076425256;"@BangPino__ Hidup Hamas hidup HTI";0;0;0;0;in;1687707189081952256;1733639042359787854;SalakaGP;https://twitter.com/SalakaGP/status/1734317620076425256
Mon Dec 11 21:01:22 +0000 2023;1734317473858761016;"@PSCupdates FK Hamas scum.";0;0;0;1;in;1646928429298638879;1734226708520141179;6D1615;https://twitter.com/6D1615/status/1734317473858761016
Mon Dec 11 21:00:36 +0000 2023;1734317279771500791;"@khuramabbasi987 @ShaykhSulaiman Hamas";0;0;0;0;in;726793397906722816;1734190456475717840;FreedomCzar1776;https://twitter.com/FreedomCzar1776/status/1734317279771500791
Mon Dec 11 21:00:05 +0000 2023;1734317151224516661;"@Lembayungsyahdu Mereka tak punya nyali menyerang Hamas,itulah sebab nya memilih menyerang bayi,anak anak,wanita,lansia.";0;0;0;0;in;1588842390324137984;1734179270606664184;nenglaela93;https://twitter.com/nenglaela93/status/1734317151224516661
Mon Dec 11 20:58:17 +0000 2023;1734316696180290045;"@AyaniMel Hamas kok gemoy ya🤣🤣🤣";0;0;0;0;in;126352149;1733966698070593799;BEN_HELSING;https://twitter.com/BEN_HELSING/status/1734316696180290045
Mon Dec 11 20:56:51 +0000 2023;1734316335214002259;"@PalestineXspace Hamas😂😂😂😂😂😂😂😂😂😂 https://t.co/uHOEBZeTAV";0;0;0;0;in;1147961992923230208;1734302160945602871;ZC2JPJ1pBobsQRV;https://twitter.com/ZC2JPJ1pBobsQRV/status/1734316335214002259
Mon Dec 11 20:56:09 +0000 2023;1734316161049956510;"@Dee_Dejavu Semua pejuang Palestina saya dukung, bukan hamas saja. Tapi semua #FreePalestine  #PalestineWillBeFree";0;0;0;0;in;1720957887311478784;1734071591485808869;ChChan002;https://twitter.com/ChChan002/status/1734316161049956510
Mon Dec 11 20:55:45 +0000 2023;1734316062353838292;"@Dulalim8 @Tita83079013 Cara bedain Hamas sama sipil gimana bang.? Kalau ketangkep atau mati, dibilang sipil. Kalau ngebunuh idf dibilang Hamas.";0;0;0;0;in;1554096280678584321;1734073191923085321;Black85131249;https://twitter.com/Black85131249/status/1734316062353838292
Mon Dec 11 20:54:58 +0000 2023;1734315861392138341;"@adearmando61 Wiiih otak hamas nya dah mulai keliatan";0;0;0;0;in;1687707189081952256;1733844848804065697;SalakaGP;https://twitter.com/SalakaGP/status/1734315861392138341
Mon Dec 11 20:54:48 +0000 2023;1734315820589674541;"@khuramabbasi987 @ShaykhSulaiman Hamas";0;0;0;1;in;1521601135328460801;1734190456475717840;GeoffBrand97;https://twitter.com/GeoffBrand97/status/1734315820589674541
Mon Dec 11 20:54:28 +0000 2023;1734315736183747013;"@Gettingcontext @valkyriesbard Hamas did";0;0;0;0;in;1169734651;1734295693311791555;plf86000;https://twitter.com/plf86000/status/1734315736183747013
Mon Dec 11 20:54:16 +0000 2023;1734315686015447362;"@QueenSilence_ Stop hamas.";0;2;0;0;in;1576475512599371777;1733984540224635174;JdCarling;https://twitter.com/JdCarling/status/1734315686015447362
Mon Dec 11 20:54:07 +0000 2023;1734315648291831993;"@QudsNen @genislam1 Hamas in sandals...";0;0;0;0;in;1712926350686699520;1734293573783183547;humanadviseer;https://twitter.com/humanadviseer/status/1734315648291831993
Mon Dec 11 20:54:04 +0000 2023;1734315637537976399;"@SaulStaniforth Hamas ?";0;0;0;0;in;1266122396580405248;1734148661221658803;Pepe81_J;https://twitter.com/Pepe81_J/status/1734315637537976399
Mon Dec 11 20:54:01 +0000 2023;1734315623096955277;"VIDIO paling lucu dan menggemaskan selama peperangan antara HAMAS DAN ISRAEL.  Video ini dikabarkan Pejuang HAMAS secara diam-diam tiba-tiba muncul dari belakang dan mengetok batok helm tentara teroris Israel yang sedang bersembunyi.  Ini sangat memalukan Israel dan pendukungnya. https://t.co/cqY0UIFh9x";0;0;0;0;in;1445946464954376199;1734315623096955277;oyen7393;https://twitter.com/oyen7393/status/1734315623096955277
Mon Dec 11 20:53:46 +0000 2023;1734315561096745339;"@xwitter15630 @Greschinov Hamas memang memantik Israel dan itu gw sendiri tidak setuju krn Israel tidak Manusiawi,  Tapi ini semua sudah terjadi, dan memang Hamas berhaq menyerang di tgl 7 dgn bbrp sebab,  Dan dalang tunggalnya ya isrewel, Hamas berjuang,mereka terjajah";0;1;0;0;in;1636624576804429825;1734300378278305936;asken_kane;https://twitter.com/asken_kane/status/1734315561096745339
Mon Dec 11 20:53:38 +0000 2023;1734315526497985010;"@citizentvkenya Massive recruitment at Kenya Medical Training College (KMTC) https://t.co/EwDa4pjXJ6  Interior CS Kithure Kindiki #viralvideo #IsraelApartheidState Not Hamas Koffi Olomide Tugeges Kairo #Gaza_Geniocide #Azerbaijan #fcklive KCSE #telegram Israel KICC #SioStoryZaJaba Myanmar EPRA";0;0;0;0;in;1101234550234116098;1734309861020545501;jobs_tomorrow;https://twitter.com/jobs_tomorrow/status/1734315526497985010
Mon Dec 11 20:53:37 +0000 2023;1734315523469426957;"@DIYA_OMAN @CensoredMen Hamas😂😂😂😂😂😂😂 https://t.co/rxCjr5b49m";0;0;0;0;in;1147961992923230208;1734273218519728278;ZC2JPJ1pBobsQRV;https://twitter.com/ZC2JPJ1pBobsQRV/status/1734315523469426957
Mon Dec 11 20:53:33 +0000 2023;1734315506017140882;"Hamas budur";0;0;0;0;in;1712871926199099392;1734315506017140882;al_bay25;https://twitter.com/al_bay25/status/1734315506017140882
Mon Dec 11 20:52:59 +0000 2023;1734315364064936184;"@hamad_alnajjar stop hamas.";0;0;0;1;in;1576475512599371777;1734161563651588592;JdCarling;https://twitter.com/JdCarling/status/1734315364064936184
